"","source","target","ligand","receptor","aggregate_rank","mean_rank","call_cellchat.pval","call_cellchat.rank","cellphonedb.pvalue","cellphonedb.rank","sca.LRscore","sca.rank","interaction"
"1","Lamp5","Sst","L1cam","Cntn1",0.000185719556804036,86.6666666666667,0.43,17,0,122,0.853760710745453,121,"Lamp5-Sst-L1cam-Cntn1"
"2","Lamp5","Sst","Jam3","Itgb1",0.0037766857281939,153.833333333333,0,6.5,0,122,0.692454957905489,333,"Lamp5-Sst-Jam3-Itgb1"
"3","Lamp5","Sst","Vegfc","Itgb1",0.00416345115838058,157.5,0,6.5,0,122,0.685291036670195,344,"Lamp5-Sst-Vegfc-Itgb1"
"4","Lamp5","Sst","Nxph1","Nrxn1",0.00583279162504155,1921,NA,5434,0.096,327,0.959005571458489,2,"Lamp5-Sst-Nxph1-Nrxn1"
"5","Lamp5","Pvalb","L1cam","Cntn1",0.00186847142780357,139.833333333333,0.63,20,0.00700000000000001,263.5,0.845365390825272,136,"Lamp5-Pvalb-L1cam-Cntn1"
"6","Lamp5","Pvalb","Lamc1","Itga9",0.00267555541554529,141.166666666667,0,9,0,117.5,0.71860822407725,297,"Lamp5-Pvalb-Lamc1-Itga9"
"7","Lamp5","Pvalb","Vegfc","Itgb1",0.00337800042350435,149.166666666667,0,9,0,117.5,0.698217147271972,321,"Lamp5-Pvalb-Vegfc-Itgb1"
"8","Lamp5","Pvalb","Jam3","Itgb1",0.00363690784198129,151.833333333333,0,9,0,117.5,0.692983725798802,329,"Lamp5-Pvalb-Jam3-Itgb1"
"9","Lamp5","Pvalb","Vegfc","Itga9",0.0064386351873104,174.833333333333,0,9,0,117.5,0.645009062937469,398,"Lamp5-Pvalb-Vegfc-Itga9"
"10","Lamp5","Pvalb","Nrxn1","Nlgn1",0.00728626624242916,1907.33333333333,NA,5471,0.002,248.5,0.958112421820209,2.5,"Lamp5-Pvalb-Nrxn1-Nlgn1"
"11","Lamp5","Pvalb","Col4a2","Itga9",0.00800711211497327,184.833333333333,0,9,0,117.5,0.627664387432628,428,"Lamp5-Pvalb-Col4a2-Itga9"
"12","Pvalb","Sst","L1cam","Cntn1",0.000203798514968653,79.8333333333333,0.39,13,0,100.5,0.845400513503788,126,"Pvalb-Sst-L1cam-Cntn1"
"13","Pvalb","Sst","Nxph1","Nrxn1",0.00291356405661714,1849.83333333333,NA,5448,0,100.5,0.963152069077699,1,"Pvalb-Sst-Nxph1-Nrxn1"
"14","Pvalb","Sst","Nfasc","Cntnap1",0.00932595860088824,1879.83333333333,NA,5448,0,100.5,0.868412711758079,91,"Pvalb-Sst-Nfasc-Cntnap1"
"15","Pvalb","Sst","App","Grm7",0.00932595860088824,1859.5,NA,5448,0,100.5,0.927839851834548,30,"Pvalb-Sst-App-Grm7"
"16","Pvalb","Sst","Efna5","Epha5",0.00932595860088824,1866.83333333333,NA,5448,0,100.5,0.911133517203033,52,"Pvalb-Sst-Efna5-Epha5"
"17","Pvalb","Sst","Efna5","Epha6",0.00932595860088824,1862.83333333333,NA,5448,0,100.5,0.921383743917452,40,"Pvalb-Sst-Efna5-Epha6"
"18","Pvalb","Sst","Alcam","Chl1",0.00932595860088824,1856.83333333333,NA,5448,0,100.5,0.933492115817039,22,"Pvalb-Sst-Alcam-Chl1"
"19","Pvalb","Sst","Ntrk3","Ptprs",0.00932595860088824,1875.16666666667,NA,5448,0,100.5,0.886561579920604,77,"Pvalb-Sst-Ntrk3-Ptprs"
"20","Pvalb","Sst","Il1rapl1","Ptprf",0.00932595860088824,1876.16666666667,NA,5448,0,100.5,0.88446969258969,80,"Pvalb-Sst-Il1rapl1-Ptprf"
"21","Pvalb","Sst","Il1rapl1","Ptprs",0.00932595860088824,1855.16666666667,NA,5448,0,100.5,0.936342108591642,17,"Pvalb-Sst-Il1rapl1-Ptprs"
"22","Pvalb","Sst","Ccl25","Grm7",0.00932595860088824,1879.16666666667,NA,5448,0,100.5,0.872626271225303,89,"Pvalb-Sst-Ccl25-Grm7"
"23","Pvalb","Sst","Slit3","Robo2",0.00932595860088824,1866.5,NA,5448,0,100.5,0.913674183007723,51,"Pvalb-Sst-Slit3-Robo2"
"24","Pvalb","Sst","Slit3","Robo1",0.00932595860088824,1866.16666666667,NA,5448,0,100.5,0.91417214552916,50,"Pvalb-Sst-Slit3-Robo1"
"25","Pvalb","Sst","Slit2","App",0.00932595860088824,1863.83333333333,NA,5448,0,100.5,0.91955120259679,43,"Pvalb-Sst-Slit2-App"
"26","Pvalb","Sst","Slit2","Dcc",0.00932595860088824,1862.5,NA,5448,0,100.5,0.921902114268772,39,"Pvalb-Sst-Slit2-Dcc"
"27","Pvalb","Sst","Slit2","Robo2",0.00932595860088824,1854.5,NA,5448,0,100.5,0.941535061202267,15,"Pvalb-Sst-Slit2-Robo2"
"28","Pvalb","Sst","Slit2","Robo1",0.00932595860088824,1853.83333333333,NA,5448,0,100.5,0.941882533525849,13,"Pvalb-Sst-Slit2-Robo1"
"29","Pvalb","Sst","Nxph1","Nrxn2",0.00932595860088824,1859.83333333333,NA,5448,0,100.5,0.927560607685771,31,"Pvalb-Sst-Nxph1-Nrxn2"
"30","Pvalb","Sst","Sorbs1","Insr",0.00932595860088824,1878.83333333333,NA,5448,0,100.5,0.873624486541543,88,"Pvalb-Sst-Sorbs1-Insr"
"31","Pvalb","Sst","Fgf14","Fgfr2",0.00932595860088824,1851.83333333333,NA,5448,0,100.5,0.949930740919878,7,"Pvalb-Sst-Fgf14-Fgfr2"
"32","Pvalb","Sst","Ncam1","Cacna1c",0.00932595860088824,1857.16666666667,NA,5448,0,100.5,0.932745246649594,23,"Pvalb-Sst-Ncam1-Cacna1c"
"33","Pvalb","Sst","Fgf12","Fgfr2",0.00932595860088824,1852.5,NA,5448,0,100.5,0.947959460381813,9,"Pvalb-Sst-Fgf12-Fgfr2"
"34","Pvalb","Vip","Nrg3","Egfr",0.000181774546997133,49.6666666666667,0,11,0,124,0.942501153552972,14,"Pvalb-Vip-Nrg3-Egfr"
"35","Pvalb","Vip","L1cam","Egfr",0.000400702461822515,98,0,11,0,124,0.822278860736648,159,"Pvalb-Vip-L1cam-Egfr"
"36","Pvalb","Vip","Nxph1","Nrxn1",0.00289249538163527,1890,NA,5545,0,124,0.966377908896059,1,"Pvalb-Vip-Nxph1-Nrxn1"
"37","Pvalb","Vip","Vegfb","Nrp1",0.00476815662572967,166,0,11,0,124,0.663982326791686,363,"Pvalb-Vip-Vegfb-Nrp1"
"38","Pvalb","Vip","Nlgn1","Nrxn1",0.00722775146616834,1890.5,NA,5545,0,124,0.960143923507982,2.5,"Pvalb-Vip-Nlgn1-Nrxn1"
"39","Vip","Sst","L1cam","Cntn1",0.000257062950517802,80.5,0.32,14,0,135.5,0.865481184987329,92,"Vip-Sst-L1cam-Cntn1"
"40","Vip","Sst","Wnt5b","Fzd3",0.00273445256865099,146.666666666667,0,6.5,0,135.5,0.71840009525584,298,"Vip-Sst-Wnt5b-Fzd3"
"41","Vip","Sst","Nlgn1","Nrxn1",0.00731469118323245,1896.33333333333,NA,5411,0.001,275.5,0.958716538070054,2.5,"Vip-Sst-Nlgn1-Nrxn1"
"42","Sst","Lamp5","Nrg3","Egfr",0.000173300676799038,46.6666666666667,0,8,0,118,0.944573391201499,14,"Sst-Lamp5-Nrg3-Egfr"
"43","Sst","Lamp5","L1cam","Egfr",0.000432030278271427,95.3333333333333,0,8,0,118,0.82927554558384,160,"Sst-Lamp5-L1cam-Egfr"
"44","Sst","Lamp5","Tnr","Itga9",0.000700854368452725,104.666666666667,0,8,0,118,0.805008673330392,188,"Sst-Lamp5-Tnr-Itga9"
"45","Sst","Lamp5","Sema3a","Nrp2",0.00179041458431011,127.666666666667,0,8,0,118,0.750777604907749,257,"Sst-Lamp5-Sema3a-Nrp2"
"46","Sst","Lamp5","Lama4","Itga9",0.00221759116694794,134,0,8,0,118,0.739462825846352,276,"Sst-Lamp5-Lama4-Itga9"
"47","Sst","Lamp5","Nxph1","Nrxn1",0.0029474371561073,1835.66666666667,NA,5388,0,118,0.963296252014444,1,"Sst-Lamp5-Nxph1-Nrxn1"
"48","Sst","Lamp5","Vegfc","Itgb1",0.00574211474493396,247.333333333333,0.08,17,0.2,346,0.668702699258601,379,"Sst-Lamp5-Vegfc-Itgb1"
"49","Sst","Lamp5","Lamc1","Itga9",0.00753873586187696,180.333333333333,0,8,0,118,0.645497209156649,415,"Sst-Lamp5-Lamc1-Itga9"
"50","Pvalb","Lamp5","Nrg3","Egfr",0.000183826955712793,47.5,0,8,0,120.5,0.944816471651495,14,"Pvalb-Lamp5-Nrg3-Egfr"
"51","Pvalb","Lamp5","L1cam","Egfr",0.000480587331547754,98.1666666666667,0,8,0,120.5,0.823136256096015,166,"Pvalb-Lamp5-L1cam-Egfr"
"52","Pvalb","Lamp5","Tnr","Itga9",0.000791072465365763,108.166666666667,0,8,0,120.5,0.796882168479293,196,"Pvalb-Lamp5-Tnr-Itga9"
"53","Pvalb","Lamp5","Nrg2","Nrp2",0.0013119340654187,120.166666666667,0,8,0,120.5,0.771916050678844,232,"Pvalb-Lamp5-Nrg2-Nrp2"
"54","Pvalb","Lamp5","Sema3a","Nrp2",0.0027803332059072,142.166666666667,0,8,0,120.5,0.715940254772548,298,"Pvalb-Lamp5-Sema3a-Nrp2"
"55","Pvalb","Lamp5","Nxph1","Nrxn1",0.002943581147296,1851.5,NA,5433,0,120.5,0.96446611403643,1,"Pvalb-Lamp5-Nxph1-Nrxn1"
"56","Pvalb","Lamp5","Lamc1","Itga9",0.00482055602091646,165,0.01,16.5,0,120.5,0.67514714788997,358,"Pvalb-Lamp5-Lamc1-Itga9"
"57","Pvalb","Lamp5","Lama3","Itga9",0.00623220708062643,172.833333333333,0,8,0,120.5,0.647945929854523,390,"Pvalb-Lamp5-Lama3-Itga9"
"58","Pvalb","Lamp5","Nlgn1","Nrxn1",0.00735534160476829,1852,NA,5433,0,120.5,0.958253676014002,2.5,"Pvalb-Lamp5-Nlgn1-Nrxn1"
"59","Sst","Pvalb","Nfasc","Cntnap1",0.000108273687052605,66.3333333333333,0,5,0,92,0.86188361877396,102,"Sst-Pvalb-Nfasc-Cntnap1"
"60","Sst","Pvalb","Tnr","Itga9",0.000492473112838103,88.6666666666667,0,5,0,92,0.813066803326607,169,"Sst-Pvalb-Tnr-Itga9"
"61","Sst","Pvalb","L1cam","Cntn1",0.000938154773585523,115.833333333333,0.26,11,0.00900000000000001,209.5,0.845869791269464,127,"Sst-Pvalb-L1cam-Cntn1"
"62","Sst","Pvalb","Lama4","Itga9",0.0018349586614483,119.666666666667,0,5,0,92,0.735599512603849,262,"Sst-Pvalb-Lama4-Itga9"
"63","Sst","Pvalb","Lamc1","Itga9",0.00426295585347834,148,0,5,0,92,0.66563503947062,347,"Sst-Pvalb-Lamc1-Itga9"
"64","Sst","Pvalb","Nxph1","Nrxn1",0.00582807024867945,1896,NA,5464,0.015,222,0.959321437723285,2,"Sst-Pvalb-Nxph1-Nrxn1"
"65","Sst","Pvalb","Vegfc","Itga9",0.00703192096681573,169,0,5,0,92,0.622177421694176,410,"Sst-Pvalb-Vegfc-Itga9"
"66","Sst","Pvalb","Ncam1","Robo1",0.00783733889652532,1855.33333333333,NA,5464,0,92,0.946320497338917,10,"Sst-Pvalb-Ncam1-Robo1"
"67","Sst","Pvalb","Efna5","Epha5",0.00783733889652532,1870,NA,5464,0,92,0.911187373751172,54,"Sst-Pvalb-Efna5-Epha5"
"68","Sst","Pvalb","Efna5","Epha7",0.00783733889652532,1881,NA,5464,0,92,0.876258413655619,87,"Sst-Pvalb-Efna5-Epha7"
"69","Sst","Pvalb","Efna5","Epha6",0.00783733889652532,1867.33333333333,NA,5464,0,92,0.916347054445583,46,"Sst-Pvalb-Efna5-Epha6"
"70","Sst","Pvalb","Cntn1","Ptprz1",0.00783733889652532,1874.33333333333,NA,5464,0,92,0.899759606073669,67,"Sst-Pvalb-Cntn1-Ptprz1"
"71","Sst","Pvalb","Cntn1","Nrcam",0.00783733889652532,1866.33333333333,NA,5464,0,92,0.919574867288906,43,"Sst-Pvalb-Cntn1-Nrcam"
"72","Sst","Pvalb","Cntn4","Ptprg",0.00783733889652532,1857.33333333333,NA,5464,0,92,0.938780626620309,16,"Sst-Pvalb-Cntn4-Ptprg"
"73","Sst","Pvalb","Sema6a","Plxna2",0.00783733889652532,1875.66666666667,NA,5464,0,92,0.892679697152637,71,"Sst-Pvalb-Sema6a-Plxna2"
"74","Sst","Pvalb","Sema6a","Plxna4",0.00783733889652532,1863.66666666667,NA,5464,0,92,0.924556898700892,35,"Sst-Pvalb-Sema6a-Plxna4"
"75","Sst","Pvalb","Slit3","Robo1",0.00783733889652532,1877,NA,5464,0,92,0.887901020937436,75,"Sst-Pvalb-Slit3-Robo1"
"76","Sst","Pvalb","Slit2","Robo1",0.00783733889652532,1864.33333333333,NA,5464,0,92,0.924027789532139,37,"Sst-Pvalb-Slit2-Robo1"
"77","Sst","Pvalb","Nxph1","Nrxn2",0.00783733889652532,1865.66666666667,NA,5464,0,92,0.920616864797883,41,"Sst-Pvalb-Nxph1-Nrxn2"
"78","Sst","Pvalb","Spon1","App",0.00783733889652532,1882.33333333333,NA,5464,0,92,0.868582217370586,91,"Sst-Pvalb-Spon1-App"
"79","Sst","Pvalb","Cntn3","Ptprg",0.00783733889652532,1860.66666666667,NA,5464,0,92,0.931400665062282,26,"Sst-Pvalb-Cntn3-Ptprg"
"80","Sst","Pvalb","Ntng1","Lrrc4c",0.00783733889652532,1875.33333333333,NA,5464,0,92,0.895640589422807,70,"Sst-Pvalb-Ntng1-Lrrc4c"
"81","Sst","Pvalb","Fgf14","Fgfr2",0.00783733889652532,1854.66666666667,NA,5464,0,92,0.949069581914386,8,"Sst-Pvalb-Fgf14-Fgfr2"
"82","Sst","Pvalb","Dscam","Dcc",0.00783733889652532,1864,NA,5464,0,92,0.924263480079846,36,"Sst-Pvalb-Dscam-Dcc"
"83","Sst","Pvalb","Gnas","Adcy8",0.00783733889652532,1874.66666666667,NA,5464,0,92,0.898131411495751,68,"Sst-Pvalb-Gnas-Adcy8"
"84","Sst","Pvalb","Fgf12","Fgfr2",0.00783733889652532,1856,NA,5464,0,92,0.944660164289068,12,"Sst-Pvalb-Fgf12-Fgfr2"
"85","Sst","Pvalb","Fstl5","Cntn5",0.00783733889652532,1855.66666666667,NA,5464,0,92,0.945764494765051,11,"Sst-Pvalb-Fstl5-Cntn5"
"86","Sst","Pvalb","Reln","Lrp8",0.00817819050509922,1883.33333333333,NA,5464,0,92,0.865681592821666,94,"Sst-Pvalb-Reln-Lrp8"
"87","Sst","Pvalb","Adam10","Tspan5",0.00870277271727922,1884.33333333333,NA,5464,0,92,0.863937296912641,97,"Sst-Pvalb-Adam10-Tspan5"
"88","Sst","Pvalb","Efna5","Ephb1",0.00979971320907647,1886.33333333333,NA,5464,0,92,0.861753126006111,103,"Sst-Pvalb-Efna5-Ephb1"
"89","Vip","Pvalb","L1cam","Cntn1",0.000194465967095811,84.5,0.15,20,0,122.5,0.855854635196888,111,"Vip-Pvalb-L1cam-Cntn1"
"90","Vip","Pvalb","Lama3","Itga9",0.0020362904465152,133.166666666667,0,9,0,122.5,0.731590595752359,268,"Vip-Pvalb-Lama3-Itga9"
"91","Vip","Pvalb","Wnt5b","Fzd3",0.00244889363067256,138.833333333333,0,9,0,122.5,0.717102758483363,285,"Vip-Pvalb-Wnt5b-Fzd3"
"92","Vip","Pvalb","Col4a2","Itga9",0.00349905233999125,150.833333333333,0,9,0,122.5,0.688655612162756,321,"Vip-Pvalb-Col4a2-Itga9"
"93","Vip","Pvalb","Lamc1","Itga9",0.0045746375559147,160.833333333333,0,9,0,122.5,0.669242458314186,351,"Vip-Pvalb-Lamc1-Itga9"
"94","Vip","Pvalb","Jam3","Itgb1",0.00461384852248316,229.166666666667,0.17,21,0.085,314.5,0.668200376786592,352,"Vip-Pvalb-Jam3-Itgb1"
"95","Vip","Pvalb","Nrxn1","Nlgn1",0.00737221163921732,1848.66666666667,NA,5421,0,122.5,0.960701428483779,2.5,"Vip-Pvalb-Nrxn1-Nlgn1"
"96","Sst","Vip","Nrg3","Egfr",0.000158493172287512,49.6666666666667,0,4.5,0,131.5,0.942924232594577,13,"Sst-Vip-Nrg3-Egfr"
"97","Sst","Vip","L1cam","Egfr",0.000342014619767805,95.3333333333333,0,4.5,0,131.5,0.829224188593306,150,"Sst-Vip-L1cam-Egfr"
"98","Sst","Vip","Nxph1","Nrxn1",0.00290838564327846,1865.83333333333,NA,5465,0,131.5,0.965362185628884,1,"Sst-Vip-Nxph1-Nrxn1"
"99","Sst","Vip","Nrxn1","Nlgn1",0.00726743869749884,1866.33333333333,NA,5465,0,131.5,0.958806747301432,2.5,"Sst-Vip-Nrxn1-Nlgn1"
"100","Sst","Vip","Vegfc","Itgb1",0.00828399984678736,273.166666666667,0.54,11.5,0.647,434,0.665177174194576,374,"Sst-Vip-Vegfc-Itgb1"
